serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2010-01972,11 The ANNOTATED ordinances of Hong Kong : Employees’ Compensation Ordinance (Cap 282),僱員補償條例(第282章),English,,"annotated by Danny C.W. Tam, Edmund S.K. Cham ; legal edited by Kenneth Liang",LexisNexis,978-988-8016-91-4,,pbk.,$,2500.00,,,,,,Hong Kong,2009,"xlvi, 362 p. ; 25 cm.",Glossary,
2010-01994,The ANNOTATED ordinances of Hong Kong : Employment Ordinance (Cap 57),僱傭條例(第57章),English,,annotated by Michael Downey ; legal edited by Kenneth Liang,LexisNexis,978-988-8016-00-6,,pbk.,$,3200.00,,,,,,Hong Kong,2010,"liv, 1010 p. ; 25 cm.",Glossary,
2010-01975,The ANNOTATED ordinances of Hong Kong : High Court Ordinance (Cap 4),高等法院條例(第4章),English,,annotated by Lindy Course ; legal edited by Kenneth Liang,LexisNexis,978-988-8016-90-7,,pbk.,$,3200.00,,,,,,Hong Kong,2009,"xlix, 851 p. ; 25 cm.",Glossary,
2010-02651,ANONYMOUS Sweeney Todd,,English,Anonymous,,Pearson Education Limited,978-14082-3203-3,,set,,Unpriced,,,,,,Essex,2010,76 p. : col. ill. ; 21 cm.,+ 3 audio-CDs (Penguin active reading. Level 3),
2010-01944,APD Asia-Pacific design. No. 5,亞太設計年鑒. No. 5,English,,edited by Wang Shaoqiang,Sandu Publishing Company Limited,978-988-18544-1-4,,,,Unpriced,,,,,,Hong Kong,2009,459 p. : ill. (chiefly col.) ; 30 cm.,,
2010-01057,The ART of Raymond Fung,馮永基藝術作品集,English,,"edited by Raymond Fung, Anita Wong, Salome Yip","The University of Hong Kong, University Museum and Art Gallery",978-962-8038-99-2,,pbk.,$,180.00,,,,,,Hong Kong,2010,unpaged : col. ill. ; 25 cm.,Text in Chinese and English,
2010-01125,ARTINI CHINA COMPANY LIMITED Artini China Company Limited interim report 2009-10,雅天妮中國有限公司中期報告2009-10,English,,,Artini China Company Limited,,,,,,,,,,,Hong Kong,2009,"36, 36 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
,ASIA literary review. No. 14,,English,,edited by Chris Wood,Winter 2009,,,,,,,,,,,,,"Hong Kong : Print Work Limited, c2009",,
,ASIA literary review. No. 15,,English,,edited by Chris Wood,Spring 2010,,,,,,,,,,,,,"Hong Kong : Print Work Limited, c2010",,
2010-00597,ASSESSMENT in medical and health sciences education,,English,"editors, Nivritti (Niv) Patil and Lap-Ki Chan",,"The University of Hong Kong, Li Ka Shing Faculty of Medicine, Institute of Medical and Health Sciences Education",978-988-99431-2-7,,pbk.,$,80.00,,,,,,Hong Kong,2009,"72 p. : col. ill., col. charts ; 21 cm.",Includes bibliographical references,
2010-01971,ATKIN’S court forms Hong Kong. Issue 17,,English,,edited by Eugenia da Luz Campos,LexisNexis,978-988-8016-99-0,,loose-leaf,$,1990.00,,,,,,Hong Kong,2009,unpaged ; 25 cm.,,
2010-01816,The AUTHORISED Hong Kong court of final appeal reports 2008. Vol. 11,,English,,edited by Abdul Azeem Ali,Sweet & Maxwell Asia,978-962-661-345-0,,,,Unpriced,,,,,,Hong Kong,2009,"lxvi, 670 p. ; 25 cm.",Text partially in Chinese,
2010-01817,The AUTHORISED Hong Kong law reports & digest 2009. Vol. 2,,English,,edited by Abdul Azeem Ali,Sweet & Maxwell Asia,978-962-661-377-1,,,,Unpriced,,,,,,Hong Kong,2009,"xlvii, 593 p. ; 25 cm.",Text partially in Chinese,
2010-01818,The AUTHORISED Hong Kong law reports & digest 2009. Vol. 3,,English,,edited by Abdul Azeem Ali,Sweet & Maxwell Asia,978-962-661-378-8,,,,Unpriced,,,,,,Hong Kong,2009,"li, 607 p. ; 25 cm.",Text partially in Chinese,
2010-03110,The AUTHORISED Hong Kong law reports & digest 2009. Vol. 4,,English,,edited by Abdul Azeem Ali,"Thomson Reuters Hong Kong Limited,",978-962-661-379-5,,,,Unpriced,,,,,,Hong Kong,2009,"xliv, 861 p. ; 25 cm.",Text partially in Chinese,
2010-02398,"BAFS in the new world (business, accounting and financial studies). Study guide 1",,English,,"edited by Sau-man Chung, Chi-wing Leung, Ting Tse",Pilot Publishing Company Limited,978-988-205-499-8,,sp,$,50.00,,,,,,Hong Kong,2009,"24, iv, 124 p. : charts ; 29 cm.",,
2010-02399,"BAFS in the new world (business, accounting and financial studies). Study guide 2",,English,,"edited by Sau-man Chung, Chi-wing Leung, Ting Tse",Pilot Publishing Company Limited,978-988-205-500-1,,sp,$,50.00,,,,,,Hong Kong,2009,"60, iv, 102 p. ; 29 cm.",,
2010-02400,"BAFS in the new world (business, accounting and financial studies). Study guide 3",,English,,"edited by Sau-man Chung, Chi-wing Leung, Ting Tse",Pilot Publishing Company Limited,978-988-205-501-8,,sp,$,50.00,,,,,,Hong Kong,2009,"16, iv, 92 p. : charts ; 29 cm.",,
2010-02392,"BAFS in the new world (business, accounting and financial studies). Vol. 4A, Accounting - Elective part 1",,English,"Patrick Kin-wai Ho, Andy Tak-ming Li",,Pilot Publishing Company Limited,978-988-205-439-4,,pbk.,$,180.00,,,,,,Hong Kong,2009,"x, 452 p. : col. ill., charts ; 29 cm.",,
2010-03136,"THE BANK OF EAST ASIA, LIMITED The Bank of East Asia, Limited annual report 2009",東亞銀行有限公司年報2009,English,,,"The Bank of East Asia, Limited",,,,,,,,,,,Hong Kong,2010,"284 p. : col. ill., ports, maps, charts ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2010-03119,BASIS Point 2010 annual,,English,,edited by Stephen Aldred.,Thomson Reuters Hong Kong,978-988-97088-8-7,,pbk.,,Unpriced,,,,,,Hong Kong,2010,"122 p. : col. ill., col. charts ; 29 cm.",,
2010-03120,Wuhan Boiler Company workers,武漢鍋爐工人,English,Pierre Bessard,,Timezone 8 Limited,978-988-17144-5-9,,,$,480.00,,,,,,Hong Kong,2009,"unpaged : col. ill., col. ports ; 29 cm.",Text in Chinese and English,
2010-00829,"BIOLOGY success key for HKDSEE. 1, Cells and molecules of life",,English,"Kwok-chi Lau, Kayan Chan",,Times Publishing (Hong Kong) Limited,978-988-218-927-0,,sp,$,70.00,,,,,,Hong Kong,2009,"various paging : ill., charts ; 28 cm.",,
2010-03089,"BIOLOGY success key for HKDSEE. 3A, Organisms and environment",,English,"Kin-wah Wong, Man-yee Lam, Kwok-chi Lau",,Times Publishing (Hong Kong) Limited,978-988-218-928-7,,sp,$,70.00,,,,,,Hong Kong,2009,"various paging : ill., charts ; 28 cm.",,
2010-03100,"BLAND, J. O. P. China under the empress dowager : the history of the life and times of Tzu Hsi",,English,"J.O.P. Bland, Edmund Backhouse",,China Economic Review Publishing (Hong Kong) Limited,978-988-18667-4-5,,pbk.,USD,19.99,,,,,,Hong Kong,2009,"ix, 524 p. : ill. ; 21 cm.",,
2010-00695,BRINGING everyone together : 30 stories of treats,親親．融融:三十個親切故事,English,Anna Hui ... [et al.],,Treats,978-988-18762-1-8,,pbk.,$,98.00,,,,,,Hong Kong,2009,150 p. : col. ill. ; 18 x 23 cm.,Text in Chinese and English,
2010-01996,BUILD Vishay into your design : electronic glossary,電子工程辭典,English,,,Publishers Representatives Limited,978-988-18627-0-9,,pbk.,USD,7.00,,,,,,Hong Kong,2010,366 p. ; 22 cm.,Text in simplified Chinese and English,7th ed.
2010-02629,"BUSINESS management. VCE units 1&2, Small business and communication management",,English,Allister Rouse ... [et al.],,Pearson Education Australia Group Pty Limited,978-1-4425-1100-2,,pbk.,,Unpriced,,,,,,Port Melbourne,2010,"xi, 326 p. : col. ill., charts ; 27 cm.",+ 1 CDROM Includes index Glossary,
2010-00742,BY invitation only,,English,,edited by Viction:workshop Limited.,Viction:workshop Limited,978-988-17327-9-8,,pbk.,$,248.00,,,,,,Hong Kong,2010,239 p. : col. ill. ; 25 cm.,,
2010-01095,BYFORD INTERNATIONAL LIMITED Byford International Limited interim report 2009/2010,百富國際有限公司2009,English,2010中期報告,,Byford International Limited,,,,,,,,,,,Hong Kong,2009,"26, 26 p. ; 21 cm.",Unpriced (pbk.),
2010-02650,Breakfast at Tiffany’s,,English,Truman Capote,,Pearson Education Limited,978-14082-3201-9,,set,,Unpriced,,,,,,Essex,2010,76 p. : col ill. ; 21 cm.,+ 3 audio-CDs (Penguin active reading. Level 3),
2010-02424,Abash y el peleon-cibernetico,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-4-9,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,iEmotes!,
2010-02419,Boom the anger tamer,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17342-0-4,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02427,Bubba bajo presion,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-5-6,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,iEmotes!,
2010-02425,Cant pierde su calma,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-6-3,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,iEmotes!,
2010-02426,Drain and the mystery of sleep,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-0-1,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02753,Drain y el misterio del sueno,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-7-0,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,iEmotes!,
2010-02435,How do you feel inside?,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-3-2,,,USD,5.99,,,,,,Hong Kong,2009,76 p. : col. ill. ; 14 x 17 cm.,Emotes!,
2010-02420,Ick and the emotastone,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17342-8-0,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02416,Imp and the fib invasion,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17342-7-3,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02421,Joi’s cybercoaster adventure,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17342-5-9,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02423,Jumpi goes to camp,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-9-4,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02752,Jumpi va a campar,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-8-7,,pbk.,USD,4.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,iEmotes!,
2010-02422,Mixy’s quest,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17888-2-5,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02417,Super and perfecto,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17342-6-6,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-02418,Yawni and the perspecto-goggles,,English,"Matt Casper, Ted Dorsey",,Evergrow Limited,978-988-17342-9-7,,,USD,9.99,,,,,,Hong Kong,2008,26 p. : col. ill. ; 21 cm.,Emotes!,
2010-00576,CENSUS AND STATISTICS DEPARTMENT Hong Kong as an information society,香港:資訊社會,English,,,Census and Statistics Department. Science and Technology Statistics Section,,,,,,,,,,,Hong Kong,2009,"xvi, 148 p. : charts ; 30 cm.",Text in Chinese and English $124.00 (pbk.),2009 ed.
2010-00577,CENSUS AND STATISTICS DEPARTMENT Report on 2009 annual survey on information technology usage and penetration in the business sector,二零零九年資訊科技在工商業的使用情況和普及程度按年統計調查報告,English,,,Census and Statistics Department. Science and Technology Statistics Section,,,,,,,,,,,Hong Kong,2009,"xiv, 195 p. : charts ; 30 cm.",Text in Chinese and English $88.00 (pbk.),
2010-00114,CENSUS AND STATISTICS DEPARTMENT Social data collected via the general household survey special topics report no. 51 : desire of economically inactive persons for taking up jobs if being offered suitable employment,從綜合住戶統計調查搜集所得的社會資料第五十一號專題報告書:非從事經濟活動人士若遇上合適工作時會接受工作的意願,English,,,"Census and Statistics Department, General Household Survey Section (2)",,,,,,,,,,,Hong Kong,2009,"xii, 70 p. ; 30 cm.",Text in Chinese and English $68.00 (pbk.),
2010-00042,CENSUS AND STATISTICS DEPARTMENT Thematic household survey report no. 42 : importance of age factor in employment,主題性住戶統計調查第四十二號報告書:年齡因素在就業方面的重要性,English,,,"Census and Statistics Department, Social Surveys Section",,,,,,,,,,,Hong Kong,2009,"viii, 58 p. : charts ; 30 cm.",Text in Chinese and English $54.00 (pbk.),
2010-00578,CENSUS AND STATISTICS DEPARTMENT Thematic household survey report no. 43 : information technology usage and penetration,主題性住戶統計調查第四十三號報告書:資訊科技的使用情況和普及程度,English,,,"Census and Statistics Department, Social Surveys Section",,,,,,,,,,,Hong Kong,2009,"xvii, 202 p. : charts ; 30 cm.",Text in Chinese and English $74.00 (pbk.),
2010-01979,Hong Kong evidence law handbook. Evidence Ordinance (Cap 8),證據條例(第8章),English,Agnes Chan ; legal editor Kenneth Liang,,LexisNexis,978-988-8016-88-4,,pbk.,$,800.00,,,,,,Hong Kong,2009,"xxvii, 174 p. ; 25 cm.",Glossary,3rd ed.
2010-00056,Longman new senior liberal studies : Chinese culture and modern life,,English,"Kwokshing Chan, Kei-yuen Cheng",,Pearson Education Asia Limited,978-988-00-4002-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"49 p. : col. ill., charts ; 27 cm.",,
2010-00828,"CHEMISTRY success key for HKDSEE. 1, Planet earth. For chemistry & combined science",,English,Kai-lam Cheng,,Times Publishing (Hong Kong) Limited,978-988-218-817-4,,sp,$,30.00,,,,,,Hong Kong,2009,"various paging : ill., charts ; 28 cm.",,
2010-03071,"CHEMISTRY success key for HKDSEE. 2, Microscopic world I. For chemistry & combined science",,English,"Kai-lam Cheng, Chiming Lai",,Times Publishing (Hong Kong) Limited,978-988-218-818-1,,sp,$,50.00,,,,,,Hong Kong,2010,"various paging : ill., chart ; 28 cm.",,
2010-01984,Cross-border mergers & acquisitions in China : law and practice,,English,Walter Chen,,LexisNexis,978-988-8016-79-2,,,$,1440.00,,,,,,Hong Kong,2009,606 p. ; 25 cm.,,
2010-03154,Practice in reading comprehension. Book A,,English,Domingo Cheng,,Junius Publications,978-988-17050-8-2,,pbk.,$,66.00,,,,,,Hong Kong,2010,96 p. : ill. ; 29 cm.,,
2010-00698,Be an eloquent speaker today : an oral communication handbook for all purposes,,English,Paul Cheung,,English Platform,978-988-17764-1-9,,pbk.,$,80.00,,,,,,Hong Kong,2009,"ix, 163 p. ; 21 cm.",Includes bibliographical references,
2010-00581,CHEVALIER INTERNATIONAL HOLDINGS LIMITED Chevalier International Holdings Limited interim report 2009-10,其士國際集團有限公司二零零九至一零年中期報告,English,,,Chevalier International Holdings Limited,,,,,,,,,,,Hong Kong,2009,40 p. ; 25 cm.,Text in Chinese and English Unpriced (pbk.),
2010-00580,CHEVALIER PACIFIC HOLDINGS LIMITED Chevalier Pacific Holdings Limited interim report 2009-10,其士泛亞控股有限公司中期報告2009-10,English,,,Chevalier Pacific Holdings Limited,,,,,,,,,,,Hong Kong,2009,28 p. ; 25 cm.,Text in Chinese and English Unpriced (pbk.),
2010-01090,CHINA ALL ACCESS (HOLDINGS) LIMITED China All Access (Holdings) Limited 2009 interim report,中國全通(控股)有限公司2009中期報告,English,,,China All Access (Holdings) Limited,,,,,,,,,,,Hong Kong,2009,"114, 114 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2010-01100,CHINA BIO-MED REGENERATION TECHNOLOGY LIMITED China Bio-Med Regeneration Technology Limited interim report 2009,中國生物醫學再生科技有限公司中期業績報告2009,English,,,China Bio-Med Regeneration Technology Limited,,,,,,,,,,,Hong Kong,2009,32 p. ; 21 cm.,Text in Chinese and English Unpriced (pbk.),
2010-01059,CHINA briefing : business guide to China’s emerging second and third tier cities,,English,,,China Briefing Limited,978-988-18370-1-1,,pbk.,USD,25.00,,,,,,Hong Kong,2010,218 p. : col. ill. ; 21 cm.,,
2010-00979,CHINA briefing : human resources in China,,English,,,China Briefing Limited,978-988-17560-0-8,,pbk.,USD,25.00,,,,,,Hong Kong,2010,"135 p. : col. ill., map, chart ; 21 cm.",,
2010-02658,CHINA business guide 2010,,English,,edited by Keili Rae Stremel,China Economic Review Publishing (Hong Kong) Limited,978-988-18667-0-7,,pbk.,USD,40.00,,,,,,Hong Kong,2009,"639 p. : col. ill, maps, charts ; 20 cm.",Includes index Text partially in simplified Chinese,
2010-02660,CHINA by numbers 2010,,English,,,China Economic Review Publishing (Hong Kong) Limited,978-988-18667-9-0,,,USD,40.00,,,,,,Hong Kong,2010,"v, 224 p. : charts ; 21 cm.",Includes index,
2010-01101,"CHINA ECO-FARMING LIMITED China Eco-Farming Limited refreshment of general mandate to issue shares and notice of special general meeting, 5 January 2010","中國農業生態有限公司更新一般授權以發行股份及股東特別大會通告,二零一零年一月五日",English,,,China Eco-Farming Limited,,,,,,,,,,,Hong Kong,2010,"19, 19 p. ; 28 cm.",Unpriced (pbk.),
2010-01089,"CHINA FORTUNE GROUP LIMITED China Fortune Group Limited (I) Very substantial acquisition proposed acquisition of 49% interest in a company engaged in brokerage services for dealing in futures contracts in the PRC and (II) Notice of extraordinary general meeting, 24 December 2009","中國富強集團有限公司(I)非常重大收購事項建議收購一家於中國從事期貨合約買賣之經紀服務公司之49%權益及(II)股東特別大會通告,二零零九年十二月二十四日",English,,,China Fortune Group Limited,,,,,,,,,,,Hong Kong,2009,"200, 200 p. ; 28 cm.",Unpriced (pbk.),
2010-01087,CHINA FORTUNE GROUP LIMITED China Fortune Group Limited interim report 2009,中國富強集團有限公司中期報告2009,English,,,China Fortune Group Limited,,,,,,,,,,,Hong Kong,2009,"32, 32 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2010-01088,"CHINA FORTUNE GROUP LIMITED China Fortune Group Limited major and connected transactions and notice of extraordinary general meeting, 22 December 2009","中國富強集團有限公司主要及關連交易及股東特別大會通告,二零零九年十二月二十二日",English,,,China Fortune Group Limited,,,,,,,,,,,Hong Kong,2009,"56, 56 p. ;. 28 cm.",Text in Chinese and English Unpriced (pbk.),
2010-03133,CHINA METAL RESOURCES HOLDINGS LIMITED China Metal Resources Holdings Limited annual report 2009,中國金屬資源控股有限公司年報2009,English,,,China Metal Resources Holdings Limited,,,,,,,,,,,Hong Kong,2010,"104, 104 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2010-01084,"CHINA RAILWAY LOGISTICS LIMITED China Railway Logistics Limited major transaction disposal of property, 5 November 2009","中國鐵路貨運有限公司主要交易出售物業,二零零九年十一月五日",English,,,China Railway Logistics Limited,,,,,,,,,,,Hong Kong,2009,"23, 23 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2010-01083,CHINA RAILWAY LOGISTICS LIMITED China Railway Logistics Limited third quarterly report 2009,中國鐵路貨運有限公司二零零九年第三季度業績報告,English,,,China Railway Logistics Limited,,,,,,,,,,,Hong Kong,2009,"18, 18 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2010-01114,CHINA SONANGOL RESOURCES ENTERPRISE LIMITED China Sonangol Resources Enterprise Limited interim report 2009,安中資源實業有限公司中期報告2009,English,,,China Sonangol Resources Enterprise Limited,,,,,,,,,,,Hong Kong,2010,"26, 26 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2010-02002,CHINA sourcing reports : ceramic & porcelain,,English,,,Publishers Representatives Limited,978-988-18627-1-6,,,USD,100.00,,,,,,Hong Kong,2009,"93 p. : col. ill., col. charts ; 32 cm.",,
2010-01998,CHINA sourcing reports : GPS,,English,,,Publishers Representatives Limited,978-988-18627-5-4,,,USD,495.00,,,,,,Hong Kong,2010,"94 p. : col. ill., col. maps, col. charts ; 32 cm.",,
2010-01997,CHINA sourcing reports : lighting & electricals,,English,,,Publishers Representatives Limited,978-988-18627-3-0,,,USD,395.00,,,,,,Hong Kong,2010,"209 p. : col. ill., col. maps, col. charts ; 32 cm.",,
2010-02000,CHINA sourcing reports : silk fashion accessories,,English,,,Publishers Representatives Limited,978-988-18627-2-3,,,USD,100.00,,,,,,Hong Kong,2010,"108 p. : col. ill., col. charts ; 32 cm.",,
2010-01999,CHINA sourcing reports : toys & games,,English,,,Publishers Representatives Limited,978-988-18627-4-7,,,USD,395.00,,,,,,Hong Kong,2010,"144 p. : col. ill., col. map, col. charts ; 32 cm.",,
2010-02001,CHINA sourcing reports : wireless communication equipment,,English,,,Publishers Representatives Limited,978-988-18626-8-6,,,USD,495.00,,,,,,Hong Kong,2010,"75 p. : col. ill., col. maps, col. charts ; 32 cm.",,
2010-01123,CHINA TRENDS HOLDINGS LIMITED China Trends Holdings Limited 2009 third quarterly report,中國趨勢控股有限公司2009第三季業績報告,English,,,China Trends Holdings Limited,,,,,,,,,,,Hong Kong,2009,"10, 10 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2010-01122,"CHINA TRENDS HOLDINGS LIMITED China Trends Holdings Limited very substantial disposal, 22 December 2009","中國趨勢控股有限公司非常重大出售事項,二零零九年十二月二十二日",English,,,China Trends Holdings Limited,,,,,,,,,,,Hong Kong,2009,"121, 121 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2010-02700,CHINA’S thirty years,見證改革開放三十年,English,,edited by China Photographers’ Association,Oxford University Press (China) Limited,978-0-19-800897-2,,,$,398.00,,,,,,Hong Kong,2009,"ix, 360 p. : ill. ; 35 cm.",Text in Chinese and English,
2010-01897,CHINESE ecocinema : in the age of environmental challenge,,English,,"edited by Sheldon H. Lu, Jiayan Mi",Hong Kong University Press,978-962-209-086-6,,pbk.,$,195.00,,,,,,Hong Kong,2009,"xiii, 370 p. : ill. ; 23 cm.",Glossary Includes bibliographical references and index,
2010-03124,CHINESE ink painting now,當代中國水墨畫,English,,essay by Jason C. Kuo,Timezone 8 Limited,978-988-18034-6-7,,,$,480.00,,,,,,Hong Kong,2010,263 p. : ill. (chiefly col.) ; 30 cm.,Includes bibliographical references and index,
2010-03101,A painted moment,,English,"CHING, Jennifer",by Jennifer Ching,Proverse Hong Kong,978-988-18905-1-1,,pbk.,$,98.00,,,,,,Hong Kong,2010,160 p. : 21 cm.,,
2010-01081,CHRISTIAN FAMILY SERVICE CENTRE Christian Family Service Centre annual report 2008-09,基督教家庭服務中心2008-09年報,English,,,Christian Family Service Centre,,,,,,,,,,,Hong Kong,2009,"173 p. : col. ill., col. ports, chart ; 30 cm.",Text in Chinese and English Unpriced (pbk.),
2010-02655,The ABC murders,,English,Agatha Christie,,Pearson Education Limited,978-1-4082-3205-7,,set,,Unpriced,,,,,,Essex,2010,92 p. : col. ill. ; 21 cm.,+ 1 audio-CD (Penguin active reading. Level 4),
2010-02654,Evil under the sun,,English,Agatha Christie,,Pearson Education Limited,978-14082-3204-0,,set,,Unpriced,,,,,,Essex,2010,92 p. : col. ill. ; 21 cm.,+ 1 audio-CD (Penguin active reading. Level 4),
2010-02439,Just yoga : an opening guide to the practice of yoga,,English,Margaret Chung,,Sing Tao Publishing Limited,978-962-672-811-6,,pbk.,$,108.00,,,,,,Hong Kong,2009,110 p. : col. ill. ; 20 x 21 cm.,+ 1 DVD,
2010-01887,"CIB TG72 on PPP ‘revamping PPPs’ : from ‘revisiting and rethinking’ to ‘revamping and revitalising’ PPPs : 28 February 2009, the University of Hong Kong : symposium proceedings",,English,,"edited by S. Thomas Ng, James M.W. Wong, Mohan Kumaraswamy",The University of Hong Kong. Department of Civil Engineering,978-962-8014-16-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"x, 199 p. : ill., charts ; 30 cm.",,
2010-02653,Leonardo da Vinci,,English,Georgia Clarke,,Pearson Education Limited,978-14082-3119-7,,set,,Unpriced,,,,,,Essex,2010,76 p. : col. ill. ; 21 cm.,+ 3 audio-CDs (Penguin active reading. Level 4),
2010-01900,CLASSROOM pre-secondary 1 English assorted exercises. P.5,課室中一入學前英文科分類練習. P.5,English,T.Y. Tsang,,Classroom Publications Limited,978-988-212-782-1,,pbk.,$,55.00,,,,,,Hong Kong,2010,63 p. : ill. (chiefly col.) ; 29 cm.,+ 1 mock paper + 1 CD (Hong Kong attainment test),New ed.
