serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2012-03316,BIOLOGY : mock papers for HKDSEE. Paper 2,,English,"Lam Man Yee, Chan Yu Hei",,Times Publishing (Hong Kong) Limited,978-988-8129-09-6,,sp,,Unpriced,,,,,,Hong Kong,2012,"various paging : ill., charts ; 28 cm.",,
2012-01739,"BIOLOGY : study guide for HKDSEE. 3A, Organisms and environment. For biology and combined science",,English,"Din-yan Yip, Pauline Yip",,Times Publishing (Hong Kong) Limited,978-988-218-926-3,,pbk.,$,40.00,,,,,,Hong Kong,2010,"79 p. : ill., charts ; 28 cm.",,
2012-01738,"BIOLOGY : study guide for HKDSEE. 6, Applied ecology",,English,Billy C.H. Hau,,Times Publishing (Hong Kong) Limited,978-988-8110-38-4,,pbk.,,Unpriced,,,,,,Hong Kong,2011,57 p. : ill. ; 28 cm.,,
2012-03309,"BIOLOGY : study guide for HKDSEE. 7, Microorganisms and humans",,English,Pauline Yip,,Times Publishing (Hong Kong) Limited,978-988-8110-40-7,,pbk.,,Unpriced,,,,,,Hong Kong,2011,"48 p. : ill., charts ; 28 cm.",,
2012-01740,"BIOLOGY : study guide for HKDSEE. 8, Biotechnology",,English,Daniel K.L. Lee,,Times Publishing (Hong Kong) Limited,978-988-8110-42-1,,pbk.,,Unpriced,,,,,,Hong Kong,2011,"49 p. : ill., chart, map ; 28 cm.",,
2012-03319,"BIOLOGY : success key for HKDSEE. 6, Applied ecology",,English,"Lam Man Yee, Lau Kwok Chi",,Times Publishing (Hong Kong) Limited,978-988-218-932-4,,sp,,Unpriced,,,,,,Hong Kong,2011,"various paging : ill., charts ; 28 cm.",,
2012-03291,Birch,,English,"BIRCH, Simon",,Future Industries Limited,978-988-15029-8-8,,,$,250.00,,,,,,Hong Kong,2012,79 p. : col. ill. ; 29 cm.,,
2012-00242,The tale of Pin Yin panda,,English,"BRENNAN, Sarah",written by Sarah Brennan ; illustrated by Harry Harrison,Auspicious Times,978-988-18882-0-4,,pbk.,GBP,6.99,,,,,,Hong Kong,2011,unpaged : col. ill. ; 23 x 26 cm.,+ 1 sticker,
2012-02717,BRIDGING mathematics. P.1-P.2,,English,,,Popular Learning,978-988-8017-53-9,,pbk.,$,35.00,,,,,,Hong Kong,2011,36 p. : ill. ; 29 cm.,,
2012-02718,BRIDGING mathematics. P.2-P.3,,English,,,Popular Learning,978-988-8017-54-6,,pbk.,$,35.00,,,,,,Hong Kong,2011,36 p. : ill. ; 29 cm.,,
2012-02719,BRIDGING mathematics. P.3-P.4,,English,,,Popular Learning,978-988-8017-55-3,,pbk.,$,35.00,,,,,,Hong Kong,2011,36 p. : ill. ; 29 cm.,,
2012-02720,BRIDGING mathematics. P.4-P.5,,English,,,Popular Learning,978-988-8017-56-0,,pbk.,$,35.00,,,,,,Hong Kong,2011,36 p. : ill. ; 29 cm.,,
2012-02721,BRIDGING mathematics. P.5-P.6,,English,,,Popular Learning,978-988-8017-57-7,,pbk.,$,35.00,,,,,,Hong Kong,2011,36 p. : ill. ; 29 cm.,,
2012-00609,BRILLIANCE WORLDWIDE HOLDINGS LIMITED Brilliance Worldwide Holdings Limited 2011 third quarterly report,金滿堂控股有限公司2011第三季度報告,English,,,Brilliance Worldwide Holdings Limited,,,,,,,,,,,Hong Kong,2011,"14, 14 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2012-03272,A day at the zoo!,,English,Edie Bullen,,Educational Publishing House Limited,978-962-12-8381-8,,pbk.,$,36.00,,,,,,Hong Kong,2011,24 p. : col. ill. ; 24 cm.,Pop readers,
2012-03274,Everyday machines,,English,Edie Bullen,,Educational Publishing House Limited,978-962-12-8384-9,,pbk.,$,39.00,,,,,,Hong Kong,2011,24 p. : col. ill. ; 24 cm.,Pop readers,
2012-03276,Food at home,,English,"BULLEN, Edie",Edie Bullen ; illustrated by Lin Kar Chan,Educational Publishing House Limited,978-962-12-8387-0,,pbk.,$,39.00,,,,,,Hong Kong,2011,28 p. : col. ill. ; 24 cm.,Pop readers,
2012-03281,Let’s cook!,,English,Edie Bullen,,Educational Publishing House Limited,978-962-12-8382-5,,pbk.,$,39.00,,,,,,Hong Kong,2011,24 p. : col. ill. ; 24 cm.,Pop readers,
2012-03270,Let’s go shopping,,English,"BULLEN, Edie",Edie Bullen ; illustrated by Stephenine Lau,Educational Publishing House Limited,978-962-12-8377-1,,pbk.,$,36.00,,,,,,Hong Kong,2011,16 p. : col. ill. ; 24 cm.,+ stickers (Pop readers),
2012-03257,A new puppy,,English,"BULLEN, Edie",Edie Bullen ; illustrated by Guybrush,Educational Publishing House Limited,978-962-12-8388-7,,pbk.,$,39.00,,,,,,Hong Kong,2011,28 p. : col. ill. ; 21 cm.,Pop readers,
2012-03773,BUTTERWORTHS Hong Kong company law handbook,,English,,"annotated by Roman Tomasic, ELG Tyler, Vanessa Stott ; legal edited by Kenneth Liang",LexisNexis,978-988-8111-63-3,,pbk.,$,1990.00,,,,,,Hong Kong,2011,"cxcviii, 1323 p. ; 25 cm.",Text partially in Chinese,13th ed.
2012-03772,BUTTERWORTHS Hong Kong securities handbook,,English,,"edited and annotated by Bernard Mak, Antonio M. Da Roza ; legal edited by Kenneth Liang",LexisNexis,978-988-8146-33-8,,pbk.,$,1990.00,,,,,,Hong Kong,2011,"lxxxvi, 1821 p. ; 25 cm.",Text partially in Chinese,3rd ed.
2012-01449,CAMP chaos,,English,Nicole Chan ... [et al.],,Elephant Community Press Limited,978-988-19556-8-5,,pbk.,$,95.00,,,,,,Hong Kong,2011,159 p. ; 21 cm.,,
2012-00229,"Red rock : the long, strange march of Chinese rock & roll",,English,Jonathan Campbell,,Earnshaw Books Limited,978-988-19982-4-8,,pbk.,USD,19.99,,,,,,Hong Kong,2011,263 p. ; 21 cm.,Includes bibliographical references,
2012-02492,CENSUS AND STATISTICS DEPARTMENT Gross domestic product 2011,,English,,,Census and Statistics Department,,,,,,,,,,,Hong Kong,2011,144 p. ; 30 cm.,Unpriced,
2012-02491,CENSUS AND STATISTICS DEPARTMENT Hong Kong in figures,,English,Census and Statistics Department,,Census and Statistics Department,,,,,,,,,,,Hong Kong,2011,48 p. : maps ; 21 cm.,Unpriced,2012 ed.
2012-03321,CENSUS AND STATISTICS DEPARTMENT 2011 population census : summary results,2011人口普查:簡要報告,English,,,Census and Statistics Department. 2011 Population Census Office,,,,,,,,,,,Hong Kong,2012,"xiv, 131 p. : charts ; 30 cm.",Text in Chinese and English $238.00 (pbk.),
2012-03426,CEPA Supplement VIII measures : opportunities for Hong Kong,,English,,"compiled by Research Department, Hong Kong Trade Development Council",Hong Kong Trade Development Council. Research Department,,,,,,,,,,,Hong Kong,2012,35 p. ; 30 cm.,(HKTDC trade watch) Includes bibliographical references $30.00,
2012-02122,Behind the barbed wire,,English,Gwendolyn Chabrier,,Orchid Press,978-988-18498-1-6,,pbk.,$,195.00,,,,,,Hong Kong,2011,"x, 203 p. ; 21 cm.",Includes bibliographical references,
2012-04145,"CHAMPION REAL ESTATE INVESTMENT TRUST Champion Real Estate Investment Trust circular to unitholders in relation to general mandate to repurchase units and notice of 2012 annual general meeting, 19 March 2012","冠君產業信託致基金單位持有人通函有關回購基金單位之一般性授權及2012年基金單位持有人周年大會通告, 2012年3月19日",English,,,Eagle Asset Management (CP) Limited,,,,,,,,,,,Hong Kong,2012,"14, 14 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2012-04153,CHAMPION REAL ESTATE INVESTMENT TRUST Champion REIT annual report 2011,,English,,,Eagle Asset Management (CP) Limited,,,,,,,,,,,Hong Kong,2012,"136 p. : col. ill., col. charts ; 28 cm.",Unpriced (pbk.),
2012-03336,The power of imagination : writing short stories,一人有一個英語故事,English,"Ian Chan, Michael Chan",,Martindale Press Limited,978-962-296-072-5,,pbk.,$,70.00,,,,,,Hong Kong,2011,134 p. ; 23 cm.,(The English writing series ; 6) Text in Chinese and English,
2012-03337,The ultimate sample essays : English language paper 2 writing,英文寫作.細味範文,English,"Ian Chan, Michael Chan",,Martindale Press Limited,978-962-296-075-6,,pbk.,$,86.00,,,,,,Hong Kong,2011,222 p. ; 23 cm.,(The English writing series ; 7) Text in Chinese and English,
2012-04070,Quantitative analysis for professional studies and projects,,English,"Lawrence Chan, Ferrix Lau",,Red Corporation Limited,978-988-8122-55-4,,pbk.,$,128.00,,,,,,Hong Kong,2011,"269 p. : col. ill., col. charts ; 29 cm.",Includes bibliographical references,
2012-04071,Wild treasures,野,English,Leslie Chan,,Red Corporation Limited,978-988-8122-62-2,,,$,388.00,,,,,,Hong Kong,2012,[399] p. : col. ill. ; 32 cm.,Text in Chinese and English,
2012-00606,CHANCETON FINANCIAL GROUP LIMITED Chanceton Financial Group Limited 2011 interim report,川盟金融集團有限公司2011中期報告,English,,,Chanceton Financial Group Limited,,,,,,,,,,,Hong Kong,2011,"32, 32 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2012-04137,CHANCETON FINANCIAL GROUP LIMITED Chanceton Financial Group Limited 2011 third quarterly report,川盟金融集團有限公司2011第三季度報告,English,,,Chanceton Financial Group Limited,,,,,,,,,,,Hong Kong,2012,"20, 20 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2012-00032,CHEMISTRY : key notes and exambuilder. Compulsory part. Book 1,,English,Roger Mang,,Hong Kong Educational Publishing Company,978-988-8079-08-7,,pbk.,$,98.00,,,,,,Hong Kong,2011,"iii, 196 p. : ill., charts ; 29 cm.",HKDSE exam series,
2012-00038,CHEMISTRY : key notes and exambuilder. Compulsory part. Book 2,,English,Roger Mang,,Hong Kong Educational Publishing Company,978-988-8079-11-7,,pbk.,$,110.00,,,,,,Hong Kong,2011,"iii, 287 p. : ill. ; 29 cm.",+ 1 solution guide (HKDSE exam series),
2012-01748,CHEMISTRY : mock papers for HKDSEE. For combined science,,English,"Wong Yiu Chung, Lai Chi Ming",,Times Publishing (Hong Kong) Limited,978-988-8110-99-5,,sp,,Unpriced,,,,,,Hong Kong,2011,"various paging : ill., chart ; 28 cm.",,
